"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"001","28228","EECE 5653 (3, 3)","Student Teaching","T","4:35 PM - 7:05 PM",", ","KY 421","25","10","In-Person",
"003","29016","EECE 566 (6, 3)","Student Teaching","T","4:35 PM - 7:05 PM",", ","HH 09","0","10","In-Person",
"001","28213","EECE 566 (6, 3)","Student Teaching","T","4:35 PM - 7:05 PM",", ","RA 102","39","10","In-Person",
"002","28212","EECE 566 (6, 3)","Student Teaching","T","4:35 PM - 7:05 PM",", ","RA 106","0","10","In-Person",
"001","29246","EECE 702 (3, 3)","Soc Found Of Educ","W","4:35 PM - 7:05 PM","Leone, Cherylann","KY 325","0","20","In-Person",
"002","28561","EECE 702 (3, 3)","Soc Found Of Educ","TH","4:35 PM - 7:05 PM","Greiner, Mary","PH 016","0","20","In-Person",
"003","28560","EECE 702 (3, 3)","Soc Found Of Educ","TH","7:15 PM - 9:45 PM","Greiner, Mary","PH 016","0","20","In-Person",
"001","27440","EECE 706 (3, 3)","Classroom-based Assess &amp; Rsrch","M","4:35 PM - 7:05 PM","Martinez, Paulette","PH 018","20","20","In-Person",
"002","28422","EECE 710 (3, 3)","Ecological Perspectives on Dev","W","4:35 PM - 7:05 PM","Cooper, Patricia","PH 016","0","20","In-Person",
"001","28425","EECE 710 (3, 3)","Ecological Perspectives on Dev","M","4:35 PM - 7:05 PM","Cooper, Patricia","PH 016","0","20","In-Person",
"004","29242","EECE 711 (3, 3)","Ecol Perspective: Childhood","TH","7:15 PM - 9:45 PM",", ","OL 01","13","20","Online Sync",
"001","29245","EECE 711 (3, 3)","Ecol Perspective: Childhood","T","7:15 PM - 9:45 PM",", ","OL 01","9","20","Online Sync",
"002","29244","EECE 711 (3, 3)","Ecol Perspective: Childhood","TH","4:35 PM - 7:05 PM",", ","PH 018","0","20","In-Person",
"003","29243","EECE 711 (3, 3)","Ecol Perspective: Childhood","TH","7:15 PM - 9:45 PM",", ","PH 018","0","20","In-Person",
"001","29241","EECE 721 (3, 3)","Professional Issue Early Child","W","7:15 PM - 9:45 PM",", ","PH 018","0","20","In-Person",
"002","29240","EECE 724 (3, 3)","Curr&amp;Envir Dsgn Early Child I","M","7:15 PM - 9:45 PM","Marino, Debbie","PH 016","0","20","In-Person",
"001","29688","EECE 724 (3, 3)","Curr&amp;Envir Dsgn Early Child I","W","7:15 PM - 9:45 PM","Schatz, Suzanne","PH 016","0","20","In-Person",
"001","28230","EECE 730 (3, 3)","Practicum in Early Childhood","T","4:35 PM - 7:05 PM",", ","KY 417","9","10","In-Person",
"002","28558","EECE 750 (3, 3)","Learning and Techno in Early","W","4:35 PM - 7:05 PM","Fraboni, Michelle","OL 01","18","20","Online Sync",
"001","28559","EECE 750 (3, 3)","Learning and Techno in Early","M","4:35 PM - 7:05 PM","Fraboni, Michelle","OL 01","19","20","Online Sync",
"001","29239","EECE 761 (3, 3)","Foundations of Bilingual Educ","M","7:15 PM - 9:45 PM",", ","OL 01","4","20","Online Mix",
"001","29239","EECE 761 (3, 3)","Foundations of Bilingual Educ","M","7:15 PM - 9:45 PM",", ","OL 01","4","20","Online Mix",
"002","54648","EECE 769 (3, 2)","Teaching for Biliteracy","TH","7:15 PM - 9:45 PM","Lee, Michelle","OL 01","2","20","Online Mix",
"001","29238","EECE 769 (3, 2)","Teaching for Biliteracy","TH","7:15 PM - 9:45 PM","Salgado, Paola","OL 01","6","20","Online Mix",
"002","29236","EECE 771 (1, 1)","Biliteracy Project","&nbsp;"," - ","Salgado, Paola","OL 02","6","5","Online Async",
"001","29237","EECE 771 (1, 1)","Biliteracy Project","&nbsp;"," - ","Lee, Michelle","OL 02","1","5","Online Async",
"001","27356","EECE 810 (3, 3)","Foundations of Lang and Lit","T","4:35 PM - 7:05 PM","Kesler, Theodore","KY 424","0","20","Hybrid Sync",
"001","27355","EECE 811 (3, 3)","Family, Community &amp; Lit","T","7:15 PM - 9:45 PM","Meehan, Patricia","KY 424","0","20","Hybrid Sync",
"001","27354","EECE 813 (3, 3)","Literacy Assessment","T","4:35 PM - 7:05 PM","Martinez, Paulette","OL 01","13","20","Online Sync",
"001","27352","EECE 814 (3, 3)","Instructional Leaders in Lit","T","7:15 PM - 9:45 PM","Giusto, Michelle","OL 01","13","20","Online Sync",
"001","27437","ENGL 108 (4, 3)","Academic Communication","T, TH","1:40 PM - 3:30 PM","De Jesus, Avril","KY 418","0","18","In-Person",
"001","27436","ENGL 109 (4, 3)","Intro to Academic Writing","T, TH","10:05 AM - 11:55 AM","Le, Khanh","QH 010","2","20","In-Person",
"FY30","29691","ENGL 110 (4, 3)","College Writing I","M, W","8:00 AM - 9:50 AM",", ","KY 248","1","20","In-Person",
"01SK","29704","ENGL 110 (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM","Khan, Akhtar","DY G14","10","15","In-Person",
"02SK","29705","ENGL 110 (4, 3)","College Writing I","T, TH","12:10 PM - 2:05 PM","Khan, Akhtar","KY 318","19","15","In-Person",
"16SK","29707","ENGL 110 (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Oliveira, Mattheus","DY G15","20","15","In-Person",
"03SK","29710","ENGL 110 (4, 3)","College Writing I","T, TH","2:15 PM - 4:05 PM","Khan, Akhtar","KY 318","12","15","In-Person",
"17SK","29713","ENGL 110 (4, 3)","College Writing I","M, W","10:05 AM - 11:55 AM","Oliveira, Mattheus","DY G14","16","15","In-Person",
"QI1","52639","ENGL 110 (4, 3)","College Writing I","M, W","8:00 AM - 9:50 AM","Cancellieri, Dawn","KY 431","0","0","In-Person",
"QI3","52643","ENGL 110 (4, 3)","College Writing I","T, TH","10:45 AM - 12:35 PM","Cancellieri, Dawn","KY 431","0","0","In-Person",
"QI2","52644","ENGL 110 (4, 3)","College Writing I","T, TH","9:15 AM - 11:05 AM","Garganourakis, Ioannis","KY 421","0","0","In-Person",
"007","27178","ENGL 110 (4, 3)","College Writing I","M, W","8:00 AM - 9:50 AM","Mitrega, Boguslaw","KY 281","1","20","In-Person",
"FY09","27179","ENGL 110 (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM",", ","RA 102","3","20","In-Person",
"012","27180","ENGL 110 (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Rubin, Judah","KY 119A","3","20","In-Person",
"FY23","27181","ENGL 110 (4, 3)","College Writing I","T, TH","1:40 PM - 3:30 PM","Norton, Lee","QH 245G","1","20","In-Person",
"FY20","27182","ENGL 110 (4, 3)","College Writing I","T, TH","1:40 PM - 3:30 PM","Malone, Monica","RA 106","0","20","In-Person",
"CN02","27184","ENGL 110 (4, 3)","College Writing I","M, W","4:00 PM - 5:50 PM",", ","KY 313","0","18","In-Person",
"013","27185","ENGL 110 (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Singh, Radhika","KY 119B","1","20","In-Person",
"FY37","27110","ENGL 110 (4, 3)","College Writing I","T, TH","1:40 PM - 3:30 PM","Mendoza, Noa","QH 265C","1","20","In-Person",
"010","27111","ENGL 110 (4, 3)","College Writing I","T, TH","8:00 AM - 9:50 AM","Pokhrel, Nischal","KY 246","1","20","In-Person",
"FY16","27112","ENGL 110 (4, 3)","College Writing I","T, TH","8:00 AM - 9:50 AM","Lau, Victoria","KY 281","0","20","In-Person",
"FY27","27114","ENGL 110 (4, 3)","College Writing I","M, W","10:05 AM - 11:55 AM","Torres, Amanda","RO 257","5","20","In-Person",
"003","27115","ENGL 110 (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Benavidez, Rachael","OL 01","5","18","Online Sync",
"FY14","27116","ENGL 110 (4, 3)","College Writing I","M, W","10:05 AM - 11:55 AM","Kenney, James","RA 102","4","20","In-Person",
"FY40","27117","ENGL 110 (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Solovay, Manuel","KY 313","0","20","In-Person",
"FY06","27118","ENGL 110 (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Digirolamo, Erika","RA 102","1","20","In-Person",
"005","27119","ENGL 110 (4, 3)","College Writing I","T, TH","4:40 PM - 6:30 PM",", ","KY 248","3","20","In-Person",
"NAV1","27121","ENGL 110 (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM","Tecson, Evamargaretisabe","KY 248","0","18","In-Person",
"FY19","27122","ENGL 110 (4, 3)","College Writing I","M, W","10:05 AM - 11:55 AM","Levix, Amanda","KY 317","2","20","In-Person",
"FY32","27123","ENGL 110 (4, 3)","College Writing I","M, W","8:00 AM - 9:50 AM",", ","RA 106","1","20","In-Person",
"FY10","27124","ENGL 110 (4, 3)","College Writing I","T, TH","1:40 PM - 3:30 PM","Hebert, Paul","KY 313","7","20","In-Person",
"FY39","27125","ENGL 110 (4, 3)","College Writing I","T, TH","1:40 PM - 3:30 PM","Yoshioka, Cade","QH 350F","1","20","In-Person",
"FY29","27126","ENGL 110 (4, 3)","College Writing I","M, W","4:40 PM - 6:30 PM","Torres, Amanda","KY 246","1","20","In-Person",
"FY31","27128","ENGL 110 (4, 3)","College Writing I","M, W","8:00 AM - 9:50 AM",", ","RA 102","1","20","In-Person",
"019","27129","ENGL 110 (4, 3)","College Writing I","T, TH","1:40 PM - 3:30 PM","Wynter, Jerome","KY 246","1","20","In-Person",
"006","27130","ENGL 110 (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM","Malone, Monica","KY 119A","0","20","In-Person",
"FY03","27132","ENGL 110 (4, 3)","College Writing I","M, W","8:00 AM - 9:50 AM","Arguelles, William","KY 246","5","20","In-Person",
"015","27133","ENGL 110 (4, 3)","College Writing I","T, TH","1:40 PM - 3:30 PM","Srinivasan, Rani","KY 119B","1","20","In-Person",
"21SK","27134","ENGL 110 (4, 3)","College Writing I","T, TH","5:00 PM - 6:50 PM","Johnson, Bianca","DY G14","12","15","In-Person",
"FY17","27135","ENGL 110 (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM","Lau, Victoria","RA 206","0","20","In-Person",
"CN01","27136","ENGL 110 (4, 3)","College Writing I","T, TH","4:00 PM - 5:50 PM","Schwetz, Danielle","KY 313","0","18","In-Person",
"FY13","27138","ENGL 110 (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Keane, Alice","RA 106","4","20","In-Person",
"FY24","27139","ENGL 110 (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Norton, Lee","QH 245B","0","20","In-Person",
"FY07","27140","ENGL 110 (4, 3)","College Writing I","T, TH","8:00 AM - 9:50 AM",", ","KY 271","1","20","In-Person",
"FY08","27141","ENGL 110 (4, 3)","College Writing I","M, W","4:40 PM - 6:30 PM","Goff, Farrah","KY 427","1","20","In-Person",
"018","27142","ENGL 110 (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM","Wynter, Jerome","KY 313","1","20","In-Person",
"008","27143","ENGL 110 (4, 3)","College Writing I","T, TH","1:40 PM - 3:30 PM","Persaud, Nirvani","KY 119A","1","20","In-Person",
"FY05","27145","ENGL 110 (4, 3)","College Writing I","M, W","10:05 AM - 11:55 AM","Digirolamo, Erika","KY 119B","8","20","In-Person",
"FY15","27146","ENGL 110 (4, 3)","College Writing I","M, W","10:05 AM - 11:55 AM","Kowalski, Katherine","RA 106","1","20","In-Person",
"FY12","27147","ENGL 110 (4, 3)","College Writing I","T, TH","1:40 PM - 3:30 PM","Hizme, Robin","RA 102","1","20","In-Person",
"ML1","27148","ENGL 110 (4, 3)","College Writing I","M, W","10:05 AM - 11:55 AM","Wan, Amy","KY 061","0","15","In-Person",
"FY11","27149","ENGL 110 (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM","Hizme, Robin","RA 106","2","20","In-Person",
"FY21","27150","ENGL 110 (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Navarro, Marco","QH 350F","1","20","In-Person",
"004","27152","ENGL 110 (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM","Hyatt, Francesca","KY 325","4","20","In-Person",
"FY01","27153","ENGL 110 (4, 3)","College Writing I","T, TH","8:00 AM - 9:50 AM","Altman, Jason","PH 104","5","20","In-Person",
"ML2","27154","ENGL 110 (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Suzuki, Rebecca","QH 322","0","15","In-Person",
"FY34","27155","ENGL 110 (4, 3)","College Writing I","M, W","8:00 AM - 9:50 AM",", ","KY 271","0","20","In-Person",
"FY04","27156","ENGL 110 (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Dean, Joshua","KY 246","4","20","In-Person",
"FY38","27157","ENGL 110 (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM",", ","KY 418","0","20","In-Person",
"FY35","27158","ENGL 110 (4, 3)","College Writing I","M, W","10:05 AM - 11:55 AM","Torres, Lucy","RO 258","2","20","In-Person",
"FY33","27159","ENGL 110 (4, 3)","College Writing I","M, W","8:00 AM - 9:50 AM",", ","KY 273","0","20","In-Person",
"NAV2","27160","ENGL 110 (4, 3)","College Writing I","M, W","10:05 AM - 11:55 AM","Liu, Raymond","KY 418","0","18","In-Person",
"001","27161","ENGL 110 (4, 3)","College Writing I","M, W","8:00 AM - 9:50 AM","Benavidez, Rachael","OL 01","3","18","Online Sync",
"FY22","27162","ENGL 110 (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM","Norton, Lee","RO 258","0","20","In-Person",
"011","27163","ENGL 110 (4, 3)","College Writing I","M, W","10:05 AM - 11:55 AM","Rubin, Judah","KY 119A","1","20","In-Person",
"017","27164","ENGL 110 (4, 3)","College Writing I","M, W","8:00 AM - 9:50 AM","Torres, Lucy","KY 283","0","20","In-Person",
"FY26","27165","ENGL 110 (4, 3)","College Writing I","M, W","4:40 PM - 6:30 PM","Suzuki, Rebecca","KY 429","0","10","In-Person",
"002","27167","ENGL 110 (4, 3)","College Writing I","M, W","10:05 AM - 11:55 AM","Benavidez, Rachael","OL 01","3","18","Online Sync",
"FY36","27168","ENGL 110 (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM","Marzo, Lilian","QH 345H","2","20","In-Person",
"FY02","27169","ENGL 110 (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM","Altman, Jason","PH 104","12","20","In-Person",
"014","27170","ENGL 110 (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM","Srinivasan, Rani","KY 119B","1","20","In-Person",
"009","27172","ENGL 110 (4, 3)","College Writing I","T, TH","4:40 PM - 6:30 PM","Persaud, Nirvani","KY 246","2","20","In-Person",
"FY18","27173","ENGL 110 (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Lehman, Lindsay","QH 245G","0","20","In-Person",
"FY28","27174","ENGL 110 (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Torres, Amanda","QH 350A","1","20","In-Person",
"016","27176","ENGL 110 (4, 3)","College Writing I","T, TH","8:00 AM - 9:50 AM",", ","KY 248","0","20","In-Person",
"ML3","27177","ENGL 110 (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM","De Jesus, Avril","QH 350F","0","15","In-Person",
"002","28588","ENGL 110H (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Williams, Christopher","HH 17","4","18","In-Person",
"003","28481","ENGL 110H (4, 3)","College Writing I","M, W","1:40 PM - 3:30 PM","Murray, William","HH 09","4","18","In-Person",
"001","28596","ENGL 110H (4, 3)","College Writing I","M, W","10:05 AM - 11:55 AM","Williams, Christopher","HH 12","4","18","In-Person",
"005","28479","ENGL 110H (4, 3)","College Writing I","T, TH","10:05 AM - 11:55 AM","Shapiro, Yelizaveta","HH 09","7","18","In-Person",
"004","28480","ENGL 110H (4, 3)","College Writing I","T, TH","1:40 PM - 3:30 PM","Schwetz, Danielle","QH 010","6","18","In-Person",
"NAV2","28478","ENGL 1153 (3, 3)","VT: Topics in Writing","M, W","1:40 PM - 2:55 PM","Liu, Raymond","KY 426","0","18","In-Person",
"NAV1","29456","ENGL 1153 (3, 3)","VT: Topics in Writing","T, TH","12:00 PM - 1:15 PM","Tecson, Evamargaretisabe","KY 246","0","18","In-Person",
"010","27632","ENGL 130 (3, 3)","Writing about Literature Eng","M, W","9:15 AM - 10:30 AM","Riley, Tracy","KY 325","7","20","In-Person",
"002","27633","ENGL 130 (3, 3)","Writing about Literature Eng","T, TH","9:15 AM - 10:30 AM","Gohar, Saba","KY 283","10","20","In-Person",
"012","28547","ENGL 130 (3, 3)","Writing about Literature Eng","T, TH","1:40 PM - 2:55 PM","Schnur, Kate","KY 316","20","20","In-Person",
