"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"001","29377","PSCI 226 (3, 3)","Capitalism and Democracy","W","6:30 PM - 9:20 PM","Kabir, Humayun","OL 01","24","35","Online Sync",
"001","29368","PSCI 233 (3, 3)","Transitions to Democracy","M, W","5:00 PM - 6:15 PM","Aissa, Meriem","PH 211","12","35","In-Person",
"001","29368","PSCI 233 (3, 3)","Transitions to Democracy","M, W","5:00 PM - 6:15 PM","Aissa, Meriem","PH 211","12","35","In-Person",
"001","28621","PSCI 238 (3, 3)","China and East Asia","T, TH","10:45 AM - 12:00 PM","Sun, Yan","PH 114","8","35","In-Person",
"001","28621","PSCI 238 (3, 3)","China and East Asia","T, TH","10:45 AM - 12:00 PM","Sun, Yan","PH 114","8","35","In-Person",
"001","29367","PSCI 241 (3, 3)","Pol Ethnic Cleansing&amp;Genocide","M, W","1:40 PM - 2:55 PM","George, Julie","PH 204","15","35","In-Person",
"001","28692","PSCI 244 (3, 3)","Comp Revolutions","T, TH","7:45 AM - 9:00 AM","Vasconcelos De Almeida, Theo","OL 01","3","35","Online Sync",
"001","28692","PSCI 244 (3, 3)","Comp Revolutions","TH","7:30 AM - 9:00 AM",", ","PH 121","3","35","Online Sync",
"001","28692","PSCI 244 (3, 3)","Comp Revolutions","TH","7:30 AM - 9:00 AM",", ","PH 121","3","35","Online Sync",
"001","28692","PSCI 244 (3, 3)","Comp Revolutions","T, TH","7:45 AM - 9:00 AM","Vasconcelos De Almeida, Theo","OL 01","3","35","Online Sync",
"001","29366","PSCI 250 (3, 3)","International Law","M, W","9:15 AM - 10:30 AM","Kabir, Muhammad","PH 121","16","35","In-Person",
"001","29366","PSCI 250 (3, 3)","International Law","M, W","9:15 AM - 10:30 AM","Kabir, Muhammad","PH 121","16","35","In-Person",
"001","28623","PSCI 254 (3, 3)","Politics International Economy","T, TH","9:15 AM - 10:30 AM","Lee, Yoon Jin","PH 112","16","35","In-Person",
"001","28623","PSCI 254 (3, 3)","Politics International Economy","T, TH","9:15 AM - 10:30 AM","Lee, Yoon Jin","PH 112","16","35","In-Person",
"001","28615","PSCI 262 (3, 3)","United States Foreign Policy","T, TH","12:15 PM - 1:30 PM","Petaludis, Nicholas","PH 117","4","35","In-Person",
"001","28615","PSCI 262 (3, 3)","United States Foreign Policy","T, TH","12:15 PM - 1:30 PM","Petaludis, Nicholas","PH 117","4","35","In-Person",
"001","29365","PSCI 263 (3, 3)","Politics of Terrorism","T, TH","3:10 PM - 4:25 PM","Petaludis, Nicholas","PH 211","1","35","In-Person",
"001","28715","PSCI 280 (3, 3)","The Judicial Process","M, W","1:40 PM - 2:55 PM","Samson, Elizabeth","RA 208","16","35","In-Person",
"001","28602","PSCI 281 (3, 3)","Const Law I: Amer Fed Scheme","M, W","9:15 AM - 10:30 AM","Bonomo, Carmine","OL 01","6","35","Online Sync",
"001","28744","PSCI 286 (3, 3)","Theories Law &amp; Human Rights","T","6:30 PM - 9:20 PM","Gosala, Renu","PH 211","18","35","Hybrid Sync",
"001","27445","PSCI 288 (3, 3)","Understanding Legal Process","T, TH","12:15 PM - 1:30 PM","Asberry, Earl","PH 152","18","35","In-Person",
"001","29355","PSCI 2911 (1, 1)","Special Problems","&nbsp;"," - ",", "," ","0","5","In-Person",
"001","29356","PSCI 2913 (3, 3)","Special Problems","&nbsp;"," - ",", "," ","0","5","In-Person",
"001","29352","PSCI 2983 (3, 3)","Independ Intern NYC&amp;Around Wor","&nbsp;"," - ","Lipsitz, Keena"," ","2","15","In-Person",
"001","28854","PSCI 381W (4, 4)","Seminar in American Politics","T","1:40 PM - 4:30 PM","Pierre-Louis, Francois","PH 245","10","15","In-Person",
"002","29342","PSCI 381W (4, 4)","Seminar in American Politics","F","9:10 AM - 12:00 PM","Reichl, Alexander","PH 245","13","15","In-Person",
"001","29340","PSCI 384W (4, 4)","Vt:Sem Intl Politics","TH","6:30 PM - 9:20 PM","Kabir, Muhammad","OL 01","15","15","Online Sync",
"LEC8","28463","PSYCH 101 (4, 4)","General Psychology","M, W","8:00 AM - 9:50 AM","Barahmand, Usha","OL 01","24","59","Online Sync",
"LEC7","28469","PSYCH 101 (4, 4)","General Psychology","F","8:10 AM - 12:00 PM","Rosen, Gregory","OL 01","59","59","Online Sync",
"CN1","28608","PSYCH 101 (4, 4)","General Psychology","M, W","4:00 PM - 5:50 PM","Vail, Michael","KY 419","0","30","In-Person",
"CN2","28691","PSYCH 101 (4, 4)","General Psychology","T, TH","4:00 PM - 5:50 PM","Hachimine-Merli, Priscila","KY 419","0","30","In-Person",
"EVE1","29382","PSYCH 101 (4, 4)","General Psychology","M, W","6:30 PM - 8:20 PM","Micic, Dragana","OL 01","41","59","Online Sync",
"NAV1","36821","PSYCH 101 (4, 4)","General Psychology","M, W","10:05 AM - 11:55 AM","Politis, Stephen","KY 425","0","15","In-Person",
"LEC2","29385","PSYCH 101 (4, 4)","General Psychology","M, W","1:40 PM - 3:30 PM","Gaztambide, Daniel","SB C203","44","59","In-Person",
"SEEK","29540","PSYCH 101 (4, 4)","General Psychology","M, W","4:00 PM - 5:50 PM","George, Shonelle","QH 245B","16","20","In-Person",
"SK2","29826","PSYCH 101 (4, 4)","General Psychology","M, W","1:40 PM - 3:30 PM","Byrd, Desiree","QH 010","14","20","In-Person",
"LE10","31634","PSYCH 101 (4, 4)","General Psychology","SU","8:10 AM - 12:00 PM","Maniscalco, James","OL 01","38","59","Online Sync",
"LEC3","29383","PSYCH 101 (4, 4)","General Psychology","T, TH","10:05 AM - 11:55 AM","Ranaldi, Robert","RO 230","29","59","In-Person",
"LB5A","27480","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","T","2:15 PM - 4:05 PM",", ","DY G05","25","25","In-Person",
"LB5B","27481","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","TH","2:15 PM - 4:05 PM","Rosenthal, Elizabeth","DY G05","24","25","In-Person",
"LB6A","27482","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","T","4:30 PM - 6:20 PM",", ","DY G05","4","25","In-Person",
"LB6B","27483","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","TH","4:30 PM - 6:20 PM",", ","DY G05","2","25","In-Person",
"LB7A","27484","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","SU","1:00 PM - 2:50 PM","Nisanov, Rudolf","PH 206","23","24","In-Person",
"LB4B","27478","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","TH","12:10 PM - 2:00 PM","Rosenthal, Elizabeth","DY G05","4","25","In-Person",
"LB4A","27476","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","T","12:10 PM - 2:00 PM",", ","DY G05","8","25","In-Person",
"LB3A","27475","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","M","4:30 PM - 6:20 PM","Abergel, Tanya","DY G05","6","25","In-Person",
"LB3B","27474","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","W","4:30 PM - 6:20 PM","Mangiapanello, Kathleen","DY G05","8","25","In-Person",
"LB2B","27473","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","W","2:15 PM - 4:05 PM",", ","DY G05","4","25","In-Person",
"LB2A","27472","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","M","2:15 PM - 4:05 PM","Abergel, Tanya","DY G05","8","25","In-Person",
"LB1B","27471","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","TH","10:05 AM - 11:55 AM",", ","DY G05","4","25","In-Person",
"E1B","27469","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","W","6:30 PM - 8:20 PM",", ","DY G05","19","25","In-Person",
"E3B","27467","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","TH","6:30 PM - 8:20 PM",", ","DY G05","9","25","In-Person",
"E3A","27466","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","T","6:30 PM - 8:20 PM","Abergel, Tanya","DY G05","10","25","In-Person",
"LB1A","27050","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","T","10:05 AM - 11:55 AM","Atkin, Tsippa","DY G05","9","25","In-Person",
"E1A","27464","PSYCH 1071 (2, 1)","Statistical Methods Laboratory","M","6:30 PM - 8:20 PM",", ","DY G05","16","25","In-Person",
"EVE1","27496","PSYCH 1073 (4, 3)","Statistical Methods","M, W","4:30 PM - 6:20 PM","Guerrero, Bekime","PH 121","33","50","In-Person",
"LEC7","27493","PSYCH 1073 (4, 3)","Statistical Methods","SU","8:10 AM - 12:00 PM","Nisanov, Rudolf","PH 118","25","25","In-Person",
"LEC6","27492","PSYCH 1073 (4, 3)","Statistical Methods","T, TH","2:15 PM - 4:05 PM","St Jacques, Nicole","PH 118","7","50","In-Person",
"LEC5","27491","PSYCH 1073 (4, 3)","Statistical Methods","T, TH","12:10 PM - 2:00 PM","Mangiapanello, Kathleen","PH 118","50","50","In-Person",
"EVE3","27497","PSYCH 1073 (4, 3)","Statistical Methods","T, TH","4:30 PM - 6:20 PM","Mangiapanello, Kathleen","PH 121","20","50","In-Person",
"LEC3","27489","PSYCH 1073 (4, 3)","Statistical Methods","M, W","2:15 PM - 4:05 PM","Guerrero, Bekime","PH 118","14","50","In-Person",
"LEC2","27488","PSYCH 1073 (4, 3)","Statistical Methods","M, W","10:05 AM - 11:55 AM","Kang, Hyun Jin","PH 118","12","50","In-Person",
"LEC1","27487","PSYCH 1073 (4, 3)","Statistical Methods","T, TH","8:00 AM - 9:50 AM","Fan, Jin","PH 118","12","50","In-Person",
"LEC4","27490","PSYCH 1073 (4, 3)","Statistical Methods","T, TH","10:05 AM - 11:55 AM","Fan, Jin","PH 118","12","50","In-Person",
"EVE3","28887","PSYCH 213W (6, 4)","Experimental Psychology","T, TH","5:00 PM - 7:50 PM","Carneglia, Nikolas","KY 115","22","22","In-Person",
"EVE3","28887","PSYCH 213W (6, 4)","Experimental Psychology","T, TH","5:00 PM - 7:50 PM","Carneglia, Nikolas","KY 115","22","22","In-Person",
"LEC2","28890","PSYCH 213W (6, 4)","Experimental Psychology","M, W","9:10 AM - 12:00 PM","Puzzo, David","KY 115","22","22","In-Person",
"LEC2","28890","PSYCH 213W (6, 4)","Experimental Psychology","M, W","9:10 AM - 12:00 PM","Puzzo, David","KY 115","22","22","In-Person",
"EVE4","29375","PSYCH 213W (6, 4)","Experimental Psychology","TH","6:30 PM - 9:20 PM",", ","SB A337","21","22","Hybrid Sync",
"LEC5","28885","PSYCH 213W (6, 4)","Experimental Psychology","T","9:10 AM - 12:00 PM","Romero, Matthew","KY 115","22","22","Hybrid Async",
"LEC5","28885","PSYCH 213W (6, 4)","Experimental Psychology","T","9:10 AM - 12:00 PM","Romero, Matthew","KY 115","22","22","Hybrid Async",
"LEC5","28885","PSYCH 213W (6, 4)","Experimental Psychology","&nbsp;"," - ","Mahoney, Lauren","OL 02","22","22","Hybrid Async",
"LEC5","28885","PSYCH 213W (6, 4)","Experimental Psychology","&nbsp;"," - ","Mahoney, Lauren","OL 02","22","22","Hybrid Async",
"LC15","28886","PSYCH 213W (6, 4)","Experimental Psychology","T, TH","1:40 PM - 4:30 PM","Lenzer, Janice","KY 115","22","22","In-Person",
"LC15","28886","PSYCH 213W (6, 4)","Experimental Psychology","T, TH","1:40 PM - 4:30 PM","Lenzer, Janice","KY 115","22","22","In-Person",
"LC15","28886","PSYCH 213W (6, 4)","Experimental Psychology","T, TH","1:40 PM - 4:30 PM","Zetterstroem, Ole Gunnar","KY 115","22","22","In-Person",
"LC15","28886","PSYCH 213W (6, 4)","Experimental Psychology","T, TH","1:40 PM - 4:30 PM","Zetterstroem, Ole Gunnar","KY 115","22","22","In-Person",
"SAT1","29535","PSYCH 213W (6, 4)","Experimental Psychology","S","8:00 AM - 3:00 PM","Persaud, Kirk","SB A337","11","22","In-Person",
"SAT1","29535","PSYCH 213W (6, 4)","Experimental Psychology","S","8:00 AM - 3:00 PM","Persaud, Kirk","SB A337","11","22","In-Person",
"LEC6","29536","PSYCH 213W (6, 4)","Experimental Psychology","T, TH","1:40 PM - 4:30 PM","Rotella, Francis","SB A337","22","22","In-Person",
"LEC6","29536","PSYCH 213W (6, 4)","Experimental Psychology","T, TH","1:40 PM - 4:30 PM","Rotella, Francis","SB A337","22","22","In-Person",
"LEC3","29537","PSYCH 213W (6, 4)","Experimental Psychology","M","1:40 PM - 4:30 PM","Lee, Jane","OL 01","22","22","Hybrid Sync",
"LEC3","29537","PSYCH 213W (6, 4)","Experimental Psychology","M","1:40 PM - 4:30 PM","Lee, Jane","OL 01","22","22","Hybrid Sync",
"LEC3","29537","PSYCH 213W (6, 4)","Experimental Psychology","W","1:40 PM - 4:30 PM","Doran, Erica","SB A337","22","22","Hybrid Sync",
"LEC3","29537","PSYCH 213W (6, 4)","Experimental Psychology","W","1:40 PM - 4:30 PM","Doran, Erica","SB A337","22","22","Hybrid Sync",
"LC13","29538","PSYCH 213W (6, 4)","Experimental Psychology","F","9:00 AM - 4:00 PM","Romero, Matthew","SB A337","22","22","In-Person",
"LC13","29538","PSYCH 213W (6, 4)","Experimental Psychology","F","9:00 AM - 4:00 PM","Romero, Matthew","SB A337","22","22","In-Person",
"EVE1","29539","PSYCH 213W (6, 4)","Experimental Psychology","M, W","5:00 PM - 7:50 PM","Mason, Zachary","SB A337","18","22","In-Person",
"EVE1","29539","PSYCH 213W (6, 4)","Experimental Psychology","M, W","5:00 PM - 7:50 PM","Mason, Zachary","SB A337","18","22","In-Person",
"LEC1","29374","PSYCH 213W (6, 4)","Experimental Psychology","M","9:10 AM - 12:00 PM","Weng, Shih Jen","OL 01","22","22","Hybrid Sync",
"LEC1","29374","PSYCH 213W (6, 4)","Experimental Psychology","M","9:10 AM - 12:00 PM","Weng, Shih Jen","OL 01","22","22","Hybrid Sync",
"LEC1","29374","PSYCH 213W (6, 4)","Experimental Psychology","W","9:10 AM - 12:00 PM","Rotella, Francis","SB A337","22","22","Hybrid Sync",
"LEC1","29374","PSYCH 213W (6, 4)","Experimental Psychology","W","9:10 AM - 12:00 PM","Rotella, Francis","SB A337","22","22","Hybrid Sync",
"EVE4","29375","PSYCH 213W (6, 4)","Experimental Psychology","T","6:30 PM - 9:20 PM",", ","OL 01","21","22","Hybrid Sync",
"EVE4","29375","PSYCH 213W (6, 4)","Experimental Psychology","T","6:30 PM - 9:20 PM",", ","OL 01","21","22","Hybrid Sync",
"EVE4","29375","PSYCH 213W (6, 4)","Experimental Psychology","TH","6:30 PM - 9:20 PM",", ","SB A337","21","22","Hybrid Sync",
"LEC1","29408","PSYCH 214 (3, 3)","Dev Psy: Infant And Child","T, TH","10:45 AM - 12:00 PM","Dixon, Ashley","SB C203","59","59","In-Person",
"SUN","33839","PSYCH 214 (3, 3)","Dev Psy: Infant And Child","SU","9:10 AM - 12:00 PM","Figuccio, Michael","OL 01","89","89","Online Mix",
"EVE1","29407","PSYCH 215 (3, 3)","Dev Psy: Adolescence","W","5:00 PM - 7:50 PM","Carneglia, Nikolas","QH 120","51","59","In-Person",
"LEC1","29405","PSYCH 216 (3, 3)","Dev Psy: Adulthood &amp; Aging","T","1:40 PM - 4:30 PM","Spring, Toni","QH 120","56","59","In-Person",
"LEC1","27051","PSYCH 217 (3, 3)","Life-Span Dev Psych","M, W","10:45 AM - 12:00 PM","Atkin, Tsippa","QH 120","87","89","In-Person",
"LEC1","27052","PSYCH 221 (3, 3)","Psychopathology","M, W","9:15 AM - 10:30 AM","Atkin, Tsippa","QH 120","44","59","In-Person",
"EVE1","29400","PSYCH 221 (3, 3)","Psychopathology","M","5:00 PM - 7:50 PM","Ross, Katrina","QH 120","59","59","In-Person",
"LEC1","29398","PSYCH 226 (3, 3)","Intro Indust &amp; Organ Psych","T, TH","9:15 AM - 10:30 AM","Goldberg, Jeffrey","SB C203","36","59","In-Person",
"LEC2","27346","PSYCH 230 (3, 3)","Cognition","W","9:10 AM - 12:00 PM","Carlton, Caroline","OL 01","59","59","Online Sync",
"LEC1","27345","PSYCH 230 (3, 3)","Cognition","SU","1:00 PM - 3:50 PM","Maniscalco, James","OL 01","59","59","Online Sync",
"EVE","33840","PSYCH 231 (3, 3)","Psychology of Human Motivation","M, W","7:15 PM - 8:30 PM","Politis, Stephen","KY 270","15","59","In-Person",
"LEC1","28941","PSYCH 232 (3, 3)","The Psychology of Personality","M, W","1:40 PM - 2:55 PM","Storbeck, Justin","RO 230","115","119","In-Person",
"01","52883","PSYCH 233 (3, 3)","Cross-Cultural Psychology","M","1:40 PM - 4:30 PM","Mohamad, Nawal","RA 206","5","30","In-Person",
"LEC1","27679","PSYCH 238 (3, 3)","Social Behavior","M, W","9:15 AM - 10:30 AM","Storbeck, Justin","SB C203","59","59","In-Person",
"LEC1","28938","PSYCH 243 (3, 3)","Intro Behav Neuroscience","T, TH","1:40 PM - 2:55 PM","Stowers, Erik","PH 012","16","40","In-Person",
"002","28939","PSYCH 243 (3, 3)","Intro Behav Neuroscience","M, W","9:15 AM - 10:30 AM","Bodnar, Richard","SB C207","22","30","In-Person",
"LEC1","27864","PSYCH 248 (3, 3)","Hist &amp; Systems of Psychology","M","1:40 PM - 4:30 PM","Beeler, Jeff","SB D133","5","10","In-Person",
"LEC1","28606","PSYCH 251 (3, 3)","Intro Lrn &amp; Beh Analysis","W","9:10 AM - 12:00 PM","Pagano, Concettina","SB B137","50","59","In-Person",
"LEC1","27347","PSYCH 256 (3, 3)","The Psychology of Addiction","F","9:10 AM - 12:00 PM","Monda, Ilyssa","OL 01","89","89","Online Sync",
"LEC1","27368","PSYCH 257 (3, 3)","The Psychology of Sport &amp; Exer","&nbsp;"," - ","Pagano, Concettina","OL 02","119","119","Online Async",
"EVE1","28203","PSYCH 260 (3, 3)","Sensation and Perception","T","6:40 PM - 9:15 PM",", ","SB C207","22","30","In-Person",
"001","27499","PSYCH 2812 (6, 2)","VT: Special Topics in Psych","TH","1:40 PM - 4:30 PM","Pagano, Concettina","OL 01","0","30","Online Mix",
"001","27499","PSYCH 2812 (6, 2)","VT: Special Topics in Psych","TH","1:40 PM - 4:30 PM","Doran, Erica","OL 01","0","30","Online Mix",
"LEC4","40191","PSYCH 2813 (9, 3)","VT: Special Topics in Psych","T, TH","2:15 PM - 4:05 PM","Cornwell, Melinda"," ","18","18","In-Person",
"LEC3","27498","PSYCH 2813 (9, 3)","VT: Special Topics in Psych","W","9:10 AM - 12:00 PM","Byrd, Desiree","KY 264","2","30","In-Person",
"LEC1","27049","PSYCH 2813 (9, 3)","VT: Special Topics in Psych","W","1:40 PM - 4:30 PM","Ranaldi, Robert","KY 321","1","30","In-Person",
"LEC5","43789","PSYCH 2813 (9, 3)","VT: Special Topics in Psych","F","9:10 AM - 10:40 AM","Rafeeq, Alysha","SB A302","10","15","Hybrid Async",
"LEC2","27048","PSYCH 2813 (9, 3)","VT: Special Topics in Psych","&nbsp;"," - ","Nikulina, Valentina","OL 02","54","59","Online Async",
"LEC2","28641","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","TH","9:10 AM - 12:00 PM","Cameron, Danielle","OL 01","17","22","Hybrid Sync",
"LEC4","29233","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","M","5:00 PM - 7:50 PM","Weisberg, Holly","SB A302","22","22","Hybrid Async",
"LEC4","29233","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","M","5:00 PM - 7:50 PM","Weisberg, Holly","SB A302","22","22","Hybrid Async",
"LEC4","29233","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","&nbsp;"," - ","Weisberg, Holly","OL 02","22","22","Hybrid Async",
"LEC5","28689","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","&nbsp;"," - ",", ","OL 02","22","22","Hybrid Async",
"LEC5","28689","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","&nbsp;"," - ",", ","OL 02","22","22","Hybrid Async",
"LEC1","27047","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","M, W","9:10 AM - 12:00 PM","Rafeeq, Alysha","QH 245G","21","22","In-Person",
"LEC1","27047","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","M, W","9:10 AM - 12:00 PM","Rafeeq, Alysha","QH 245G","21","22","In-Person",
"LEC3","29234","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","M","1:40 PM - 4:30 PM","Weisberg, Holly","SB A302","22","22","Hybrid Async",
"LEC3","29234","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","&nbsp;"," - ","Weisberg, Holly","OL 02","22","22","Hybrid Async",
"LEC3","29234","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","M","1:40 PM - 4:30 PM","Weisberg, Holly","SB A302","22","22","Hybrid Async",
"LEC4","29233","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","&nbsp;"," - ","Weisberg, Holly","OL 02","22","22","Hybrid Async",
"LEC2","28641","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","T","9:10 AM - 12:00 PM","Cameron, Danielle","QH 322","17","22","Hybrid Sync",
"LEC2","28641","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","T","9:10 AM - 12:00 PM","Cameron, Danielle","QH 322","17","22","Hybrid Sync",
"LEC3","29234","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","&nbsp;"," - ","Weisberg, Holly","OL 02","22","22","Hybrid Async",
"LEC2","28641","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","TH","9:10 AM - 12:00 PM","Cameron, Danielle","OL 01","17","22","Hybrid Sync",
"LEC5","28689","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","TH","1:40 PM - 4:30 PM","Pacheco, Cristina","PH 151","22","22","Hybrid Async",
"LEC5","28689","PSYCH 311 (6, 4)","Adv Exp Psych: Learning","TH","1:40 PM - 4:30 PM","Pacheco, Cristina","PH 151","22","22","Hybrid Async",
"EVE1","28884","PSYCH 313 (6, 4)","Adv Exp Psy: Cognition","M","6:30 PM - 9:20 PM","Stalias, Maria","KY 115","17","20","Hybrid Sync",
"03","55172","PSYCH 313 (6, 4)","Adv Exp Psy: Cognition","T","9:10 AM - 12:00 PM","Kacin, Melanie","OL 01","0","20","Hybrid Sync",
"EVE2","28883","PSYCH 313 (6, 4)","Adv Exp Psy: Cognition","&nbsp;"," - ","Peters, Laurisa","OL 02","20","20","Hybrid Async",
"03","55172","PSYCH 313 (6, 4)","Adv Exp Psy: Cognition","F","9:10 AM - 12:00 PM","Valad, Jennifer","KY 115","0","20","Hybrid Sync",
"EVE2","28883","PSYCH 313 (6, 4)","Adv Exp Psy: Cognition","T","5:00 PM - 7:50 PM","Peters, Laurisa","IB 213","20","20","Hybrid Async",
"EVE1","28884","PSYCH 313 (6, 4)","Adv Exp Psy: Cognition","W","6:30 PM - 9:20 PM","Stalias, Maria","OL 01","17","20","Hybrid Sync",
"LEC1","28642","PSYCH 314 (6, 4)","Adv Exp Psy: Soc Pers","T","9:10 AM - 12:00 PM","Lenzer, Janice","OL 01","11","20","Hybrid Sync",
"LEC1","28642","PSYCH 314 (6, 4)","Adv Exp Psy: Soc Pers","TH","9:10 AM - 12:00 PM","Lenzer, Janice","QH 320","11","20","Hybrid Sync",
"EVE1","28879","PSYCH 314 (6, 4)","Adv Exp Psy: Soc Pers","T","6:30 PM - 9:20 PM","Zetterstroem, Ole Gunnar","PH 208","20","20","Hybrid Async",
"EVE1","28879","PSYCH 314 (6, 4)","Adv Exp Psy: Soc Pers","&nbsp;"," - ","Zetterstroem, Ole Gunnar","OL 02","20","20","Hybrid Async",
"EVE1","28880","PSYCH 316 (6, 4)","Adv Exp Psy: Neurobio","M, W","6:30 PM - 9:20 PM","Li, Gaozhen","PH 206","7","20","In-Person",
"LEC2","28462","PSYCH 321 (6, 4)","Adv Exp Psych: Clinical","&nbsp;"," - ","Barahmand, Usha","OL 02","17","20","Hybrid Async",
"LEC2","28462","PSYCH 321 (6, 4)","Adv Exp Psych: Clinical","W","1:40 PM - 4:30 PM","Barahmand, Usha","PH 206","17","20","Hybrid Async",
"SUN1","40490","PSYCH 321 (6, 4)","Adv Exp Psych: Clinical","SU","8:00 AM - 3:00 PM","Derosse, Pamela","PH 212","11","20","In-Person",
"01","52879","PSYCH 3273 (135, 3)","Undergraduate Internship","TH","5:00 PM - 7:50 PM","Valad, Jennifer","OL 01","1","10","Online Mix",
"LEC1","29397","PSYCH 334 (3, 3)","Perception&amp;Cognition Developmt","T, TH","7:45 AM - 9:00 AM","Hachimine-Merli, Priscila","OL 01","82","89","Online Sync",
"LEC1","27635","PSYCH 337 (3, 3)","Evolutionary Psychology","W","1:40 PM - 4:30 PM","Sneed, Joel","OL 01","76","89","Online Sync",
"LEC1","28933","PSYCH 341 (3, 3)","Intro Psychodynamic Psychother","M, W","10:45 AM - 12:00 PM","Sneed, Joel","PH 132","13","59","Hyflex",
"LEC2","37116","PSYCH 345 (3, 3)","Cognitive Neuroscience","M","1:40 PM - 4:30 PM","Nagpal, Natalie","OL 01","18","59","Online Sync",
"LEC1","29395","PSYCH 346 (3, 3)","Neuroscience of Memory","T, TH","10:45 AM - 12:00 PM","Murphy, Cayla","QH 120","10","30","In-Person",
"LEC1","29232","PSYCH 347 (3, 3)","Intro Clinical Psych","M","9:10 AM - 12:00 PM","Nikulina, Valentina","KY 264","35","59","Hyflex",
"LEC1","29394","PSYCH 349 (3, 3)","Disorders Childhood &amp; Adolesce","M, W","7:45 AM - 9:00 AM","Dixon, Ashley","OL 01","51","59","Online Sync",
"LEC1","28585","PSYCH 352 (3, 3)","Psychopharmacology","M","1:40 PM - 4:30 PM","Bodnar, Richard","HH 12","10","20","In-Person",
"EVE1","29392","PSYCH 353 (3, 3)","The Psychology of Sex &amp; Gender","M, W","8:00 PM - 9:15 PM","Lopez, Johnny","OL 01","59","59","Online Sync",
"LEC1","28138","PSYCH 355 (1, 1)","Pract: Psych Academic Advismnt","&nbsp;"," - ",", "," ","0","3","In-Person",
"LEC1","28137","PSYCH 356 (1, 1)","Adv Pract Acad Advsmt Pysch","&nbsp;"," - ",", "," ","0","3","In-Person",
"EVE1","29391","PSYCH 358 (3, 3)","Autism","T, TH","7:15 PM - 8:30 PM",", ","OL 01","56","59","Online Sync",
"EVE1","29390","PSYCH 359 (3, 3)","Developmental Disabilities","M, W","6:30 PM - 7:45 PM",", ","OL 01","59","59","Online Sync",
"LEC1","28454","PSYCH 360 (3, 3)","Contemporary Psychotherapies","M","1:40 PM - 4:30 PM","Sneed, Joel","PH 132","19","59","Hyflex",
"01","27870","PSYCH 700 (3, 3)","History of Psychology","M","1:40 PM - 4:30 PM","Beeler, Jeff","SB D133","13","15","In-Person",
"001","28786","PSYCH 7042 (3, 3)","Neurosci Methods II: Quantitat","T","10:05 AM - 11:55 AM","Unger, Kerstin","KY 061","12","12","In-Person",
"001","28786","PSYCH 7042 (3, 3)","Neurosci Methods II: Quantitat","T","1:00 PM - 2:50 PM","Unger, Kerstin","KY 061","12","12","In-Person",
"01","28790","PSYCH 7084 (3, 3)","Behavioral Neuroscience","M, W","9:15 AM - 10:30 AM","Bodnar, Richard","SB C207","1","15","In-Person",
"01","27452","PSYCH 7091 (3, 3)","Basic Neuroscience: Molecular","TH","9:10 AM - 12:00 PM","Cataldo, Giuseppe","SB A302","3","15","In-Person",
"01","27451","PSYCH 7092 (3, 3)","Basic Neuroscience: Systems Ne","T","9:10 AM - 12:00 PM","Bodnar, Richard","SB A302","1","15","In-Person",
"01","29229","PSYCH 72002 (3, 3)","Dev Disab II: Funct Assessment","M","6:00 PM - 8:50 PM",", ","OL 01","27","5","Online Sync",
"01","27658","PSYCH 72004 (3, 3)","Behavior Analysis of Child Dev","T","6:00 PM - 7:30 PM","Macdowell, Phoebe","OL 01","4","25","Online Mix",
